Bear,Datetime_behavior_starts,Datetime_behavior_ends,Behavior,Comments
1,4/8/2014 17:40:23,4/8/2014 17:41:23,laying,resting
1,4/8/2014 17:42:23,4/8/2014 17:43:23,laying,resting
1,4/8/2014 17:44:23,4/8/2014 17:45:23,laying,resting
1,4/8/2014 17:46:23,4/8/2014 17:47:23,laying,resting
1,4/8/2014 17:48:23,4/8/2014 17:49:23,laying,resting
1,4/8/2014 17:50:23,4/8/2014 17:51:23,laying,resting
1,4/8/2014 17:52:23,4/8/2014 17:53:23,laying,resting
1,4/8/2014 17:54:23,4/8/2014 17:55:23,laying,resting
1,4/8/2014 17:56:23,4/8/2014 17:57:23,laying,resting
1,4/8/2014 17:58:23,4/8/2014 17:59:23,laying,resting
1,4/8/2014 18:00:23,4/8/2014 18:01:23,laying,resting
1,4/8/2014 18:02:23,4/8/2014 18:03:23,laying,resting
1,4/8/2014 18:04:23,4/8/2014 18:05:23,laying,resting
1,4/8/2014 18:06:23,4/8/2014 18:07:23,laying,resting
1,4/8/2014 18:08:23,4/8/2014 18:09:23,laying,resting
1,4/8/2014 18:10:23,4/8/2014 18:11:23,laying,resting
1,4/8/2014 18:12:23,4/8/2014 18:13:23,laying,resting
1,4/8/2014 18:14:23,4/8/2014 18:15:23,laying,resting
1,4/8/2014 18:16:23,4/8/2014 18:17:23,laying,resting
1,4/8/2014 18:18:23,4/8/2014 18:19:23,laying,resting
1,4/8/2014 18:20:23,4/8/2014 18:21:23,laying,resting
1,4/8/2014 18:22:23,4/8/2014 18:23:23,laying,resting
1,4/8/2014 18:24:23,4/8/2014 18:25:23,laying,resting
1,4/8/2014 18:26:23,4/8/2014 18:27:23,laying,resting
1,4/8/2014 18:28:23,4/8/2014 18:29:23,laying,some head movement
1,4/8/2014 18:30:23,4/8/2014 18:31:23,laying,some head movement
1,4/8/2014 18:32:23,4/8/2014 18:33:23,laying,some head movement
1,4/8/2014 18:34:23,4/8/2014 18:35:23,laying,
1,4/8/2014 18:36:23,4/8/2014 18:37:23,eating snow,male bear in view
1,4/8/2014 18:38:23,4/8/2014 18:39:23,mixed,
1,4/8/2014 18:40:23,4/8/2014 18:41:23,mixed,
1,4/8/2014 18:42:23,4/8/2014 18:43:23,rolling in snow,
1,4/8/2014 18:44:23,4/8/2014 18:45:23,rolling in snow,
1,4/8/2014 18:46:23,4/8/2014 18:47:23,rolling in snow,
1,4/8/2014 18:48:23,4/8/2014 18:49:23,rolling in snow,
1,4/8/2014 18:50:23,4/8/2014 18:51:23,rolling in snow,head shake
1,4/8/2014 18:52:23,4/8/2014 18:53:23,grooming,
1,4/8/2014 18:54:23,4/8/2014 18:55:23,grooming,
1,4/8/2014 18:56:23,4/8/2014 18:57:23,rolling in snow,head shake
1,4/8/2014 18:58:23,4/8/2014 18:59:23,rolling in snow,
1,4/8/2014 19:00:23,4/8/2014 19:01:23,walking,
1,4/8/2014 19:02:23,4/8/2014 19:03:23,unknown,lens covered with snow/ice
1,4/8/2014 19:04:23,4/8/2014 19:05:23,sitting or standing,"adult male in view, head movement"
1,4/8/2014 19:06:23,4/8/2014 19:07:23,sitting or standing,"adult male in view, head movement"
1,4/8/2014 19:08:23,4/8/2014 19:09:23,walking,"some pauses, sniffing snow"
1,4/8/2014 19:10:23,4/8/2014 19:11:23,rolling in snow,
1,4/8/2014 19:12:23,4/8/2014 19:13:23,laying,some head movement
1,4/8/2014 19:14:23,4/8/2014 19:15:23,laying,resting
1,4/8/2014 19:16:23,4/8/2014 19:17:23,laying,resting
1,4/8/2014 19:18:23,4/8/2014 19:19:23,laying,resting
1,4/8/2014 19:20:23,4/8/2014 19:21:23,grooming,while laying
1,4/8/2014 19:22:23,4/8/2014 19:23:23,mixed,
1,4/8/2014 19:24:23,4/8/2014 19:25:23,grooming,
1,4/8/2014 19:26:23,4/8/2014 19:27:23,grooming,
1,4/8/2014 19:28:23,4/8/2014 19:29:23,grooming,
1,4/8/2014 19:30:23,4/8/2014 19:31:23,grooming,
1,4/8/2014 19:32:23,4/8/2014 19:33:23,rolling in snow,and grooming
1,4/8/2014 19:34:23,4/8/2014 19:35:23,rolling in snow,and grooming and walking
1,4/8/2014 19:36:23,4/8/2014 19:37:23,rolling in snow,and grooming
1,4/8/2014 19:38:23,4/8/2014 19:39:23,grooming,
1,4/8/2014 19:40:23,4/8/2014 19:41:23,grooming,
1,4/8/2014 19:42:23,4/8/2014 19:43:23,grooming,
1,4/8/2014 19:44:23,4/8/2014 19:45:23,grooming,
1,4/8/2014 19:46:23,4/8/2014 19:47:23,grooming,
1,4/8/2014 19:48:23,4/8/2014 19:49:23,grooming,
1,4/8/2014 19:50:23,4/8/2014 19:51:23,grooming,and laying
1,4/8/2014 19:52:23,4/8/2014 19:53:23,laying,resting
1,4/8/2014 19:54:23,4/8/2014 19:55:23,laying,resting
1,4/8/2014 19:56:23,4/8/2014 19:57:23,laying,resting
1,4/8/2014 19:58:23,4/8/2014 19:59:23,laying,resting
1,4/8/2014 20:00:23,4/8/2014 20:01:23,laying,resting
1,4/8/2014 20:02:23,4/8/2014 20:03:23,laying,resting
1,4/8/2014 20:04:23,4/8/2014 20:05:23,laying,resting
1,4/8/2014 20:06:23,4/8/2014 20:07:23,laying,resting
1,4/8/2014 20:08:23,4/8/2014 20:09:23,laying,resting
1,4/8/2014 20:10:23,4/8/2014 20:11:23,laying,resting
1,4/8/2014 20:12:23,4/8/2014 20:13:23,laying,resting
1,4/8/2014 20:14:23,4/8/2014 20:15:23,laying,resting
1,4/8/2014 20:16:23,4/8/2014 20:17:23,laying,resting
1,4/8/2014 20:18:23,4/8/2014 20:19:23,laying,some head movement
1,4/8/2014 20:20:23,4/8/2014 20:21:23,laying,head movement
1,4/8/2014 20:22:23,4/8/2014 20:23:23,laying,"head shake, head movement"
1,4/8/2014 20:24:23,4/8/2014 20:25:23,unknown,"adult male in view, head movement"
1,4/8/2014 20:26:23,4/8/2014 20:27:23,rolling in snow,"adult male in view, head movement"
1,4/8/2014 20:28:23,4/8/2014 20:29:23,walking,head shake
1,4/8/2014 20:30:23,4/8/2014 20:31:23,walking,"head shake, rolling in snow"
1,4/8/2014 20:32:23,4/8/2014 20:33:23,rolling in snow,
1,4/8/2014 20:34:23,4/8/2014 20:35:23,walking,
1,4/8/2014 20:36:23,4/8/2014 20:37:23,rolling in snow,
1,4/8/2014 20:38:23,4/8/2014 20:39:23,rolling in snow,
1,4/8/2014 20:40:23,4/8/2014 20:41:23,rolling in snow,
1,4/8/2014 20:42:23,4/8/2014 20:43:23,grooming,
1,4/8/2014 20:44:23,4/8/2014 20:45:23,grooming,
1,4/8/2014 20:46:23,4/8/2014 20:47:23,rolling in snow,and grooming
1,4/8/2014 20:48:23,4/8/2014 20:49:23,grooming,and laying
1,4/8/2014 20:50:23,4/8/2014 20:51:23,laying,some head movement
1,4/8/2014 20:52:23,4/8/2014 20:53:23,laying,resting
1,4/8/2014 20:54:23,4/8/2014 20:55:23,laying,some head movement
1,4/8/2014 20:56:23,4/8/2014 20:57:23,laying,resting
1,4/8/2014 20:58:23,4/8/2014 20:59:23,laying,resting
1,4/8/2014 21:00:03,4/8/2014 21:00:32,laying,resting
1,4/8/2014 21:02:03,4/8/2014 21:02:33,laying,resting
1,4/8/2014 21:04:03,4/8/2014 21:04:33,laying,some head movement
1,4/8/2014 21:06:03,4/8/2014 21:06:33,laying,resting
1,4/8/2014 21:08:03,4/8/2014 21:08:33,laying,resting
1,4/8/2014 21:10:03,4/8/2014 21:10:33,laying,resting
1,4/8/2014 21:12:03,4/8/2014 21:12:33,laying,resting
1,4/8/2014 21:14:03,4/8/2014 21:14:33,grooming,
1,4/8/2014 21:16:03,4/8/2014 21:16:33,grooming,
1,4/8/2014 21:18:03,4/8/2014 21:18:33,grooming,
1,4/8/2014 21:20:03,4/8/2014 21:20:33,grooming,
1,4/8/2014 21:22:03,4/8/2014 21:22:33,grooming,
1,4/8/2014 21:24:03,4/8/2014 21:24:33,grooming,
1,4/8/2014 21:26:03,4/8/2014 21:26:33,grooming,
1,4/8/2014 21:28:03,4/8/2014 21:28:33,grooming,
1,4/8/2014 21:30:03,4/8/2014 21:30:33,grooming,
1,4/8/2014 21:32:03,4/8/2014 21:32:33,grooming,
1,4/8/2014 21:34:03,4/8/2014 21:34:33,unknown,likely grooming
1,4/8/2014 21:36:03,4/8/2014 21:36:33,grooming,
1,4/8/2014 21:38:03,4/8/2014 21:38:33,grooming,
1,4/8/2014 21:40:03,4/8/2014 21:40:33,grooming,
1,4/8/2014 21:42:03,4/8/2014 21:42:33,grooming,
1,4/8/2014 21:44:03,4/8/2014 21:44:33,grooming,
1,4/8/2014 21:46:03,4/8/2014 21:46:33,grooming,
1,4/8/2014 21:48:03,4/8/2014 21:48:33,grooming,
1,4/8/2014 21:50:03,4/8/2014 21:50:33,grooming,
1,4/8/2014 21:52:03,4/8/2014 21:52:33,grooming,
1,4/8/2014 21:54:03,4/8/2014 21:54:33,grooming,
1,4/8/2014 21:56:03,4/8/2014 21:56:33,rolling in snow,
1,4/8/2014 21:58:03,4/8/2014 21:58:33,rolling in snow,
1,4/8/2014 22:00:03,4/8/2014 22:00:33,rolling in snow,
1,4/8/2014 22:02:03,4/8/2014 22:02:33,digging,digging in ice
1,4/8/2014 22:04:03,4/8/2014 22:04:33,unknown,
1,4/8/2014 22:06:03,4/8/2014 22:06:33,laying,resting
1,4/8/2014 22:08:03,4/8/2014 22:08:33,laying,resting
1,4/8/2014 22:10:03,4/8/2014 22:10:33,laying,resting
1,4/8/2014 22:12:03,4/8/2014 22:12:33,laying,resting
1,4/8/2014 22:14:03,4/8/2014 22:14:33,laying,resting
1,4/8/2014 22:16:03,4/8/2014 22:16:33,laying,resting
1,4/8/2014 22:18:03,4/8/2014 22:18:33,laying,resting
1,4/8/2014 22:20:03,4/8/2014 22:20:33,laying,resting
1,4/8/2014 22:22:03,4/8/2014 22:22:33,laying,resting
1,4/8/2014 22:24:03,4/8/2014 22:24:33,laying,resting
1,4/8/2014 22:26:03,4/8/2014 22:26:33,laying,resting
1,4/8/2014 22:28:03,4/8/2014 22:28:33,laying,resting
1,4/8/2014 22:30:03,4/8/2014 22:30:33,laying,resting
1,4/8/2014 22:32:03,4/8/2014 22:32:33,laying,resting
1,4/8/2014 22:34:03,4/8/2014 22:34:33,laying,resting
1,4/8/2014 22:36:03,4/8/2014 22:36:33,laying,resting
1,4/8/2014 22:38:03,4/8/2014 22:38:33,laying,resting
1,4/8/2014 22:40:03,4/8/2014 22:40:33,laying,resting
1,4/8/2014 22:42:03,4/8/2014 22:42:33,laying,resting
1,4/8/2014 22:44:03,4/8/2014 22:44:33,laying,resting
1,4/8/2014 22:46:03,4/8/2014 22:46:33,laying,resting
1,4/8/2014 22:48:03,4/8/2014 22:48:33,laying,resting
1,4/8/2014 22:50:03,4/8/2014 22:50:33,laying,resting
1,4/8/2014 22:52:03,4/8/2014 22:52:33,laying,resting
1,4/8/2014 22:54:03,4/8/2014 22:54:33,laying,resting
1,4/8/2014 22:56:03,4/8/2014 22:56:33,laying,resting
1,4/8/2014 22:58:03,4/8/2014 22:58:33,laying,resting
1,4/8/2014 23:00:03,4/8/2014 23:00:33,laying,resting
1,4/8/2014 23:02:03,4/8/2014 23:02:33,laying,resting
1,4/8/2014 23:04:03,4/8/2014 23:04:33,laying,resting
1,4/8/2014 23:06:03,4/8/2014 23:06:33,laying,resting
1,4/8/2014 23:08:03,4/8/2014 23:08:33,laying,resting
1,4/8/2014 23:10:03,4/8/2014 23:10:33,laying,resting
1,4/8/2014 23:12:03,4/8/2014 23:12:33,unknown,
1,4/8/2014 23:14:03,4/8/2014 23:14:33,laying,head movement
1,4/8/2014 23:16:03,4/8/2014 23:16:33,digging,digging in ice
1,4/8/2014 23:18:03,4/8/2014 23:18:33,digging,digging in ice
1,4/8/2014 23:20:03,4/8/2014 23:20:33,digging,digging in ice
1,4/8/2014 23:22:03,4/8/2014 23:22:33,laying,some head movement
1,4/8/2014 23:24:03,4/8/2014 23:24:33,laying,head movement
1,4/8/2014 23:26:03,4/8/2014 23:26:33,laying,some head movement
1,4/8/2014 23:28:03,4/8/2014 23:28:33,laying,some head movement
1,4/8/2014 23:30:03,4/8/2014 23:30:33,grooming,
1,4/8/2014 23:32:03,4/8/2014 23:32:33,laying,head movement
1,4/8/2014 23:34:03,4/8/2014 23:34:33,grooming,
1,4/8/2014 23:36:03,4/8/2014 23:36:33,grooming,
1,4/8/2014 23:38:03,4/8/2014 23:38:33,grooming,
1,4/8/2014 23:40:03,4/8/2014 23:40:33,grooming,
1,4/8/2014 23:42:03,4/8/2014 23:42:33,sitting or standing,head movement
1,4/8/2014 23:44:03,4/8/2014 23:44:33,sitting or standing,"head movement,male bear in view"
1,4/8/2014 23:46:03,4/8/2014 23:46:33,sitting or standing,"head movement,male bear in view"
1,4/8/2014 23:48:03,4/8/2014 23:48:33,rolling in snow,
1,4/8/2014 23:50:03,4/8/2014 23:50:33,rolling in snow,
1,4/8/2014 23:52:03,4/8/2014 23:52:33,rolling in snow,
1,4/8/2014 23:54:03,4/8/2014 23:54:33,rolling in snow,
1,4/8/2014 23:56:03,4/8/2014 23:56:33,laying,resting
1,4/8/2014 23:58:03,4/8/2014 23:58:33,laying,head movement
1,4/9/2014 0:00:03,4/9/2014 0:00:33,laying,resting
1,4/9/2014 0:02:03,4/9/2014 0:02:33,laying,resting
1,4/9/2014 0:04:03,4/9/2014 0:04:33,laying,resting
1,4/9/2014 0:06:03,4/9/2014 0:06:33,laying,resting
1,4/9/2014 0:08:03,4/9/2014 0:08:33,laying,resting
1,4/9/2014 0:10:03,4/9/2014 0:10:33,laying,resting
1,4/9/2014 0:12:03,4/9/2014 0:12:33,laying,resting
1,4/9/2014 0:14:03,4/9/2014 0:14:33,laying,resting
1,4/9/2014 0:16:03,4/9/2014 0:16:33,laying,resting
1,4/9/2014 0:18:03,4/9/2014 0:18:33,laying,resting
1,4/9/2014 0:20:03,4/9/2014 0:20:33,laying,resting
1,4/9/2014 0:22:03,4/9/2014 0:22:33,unknown,grooming/resting
1,4/9/2014 0:24:03,4/9/2014 0:24:33,grooming,
1,4/9/2014 0:26:03,4/9/2014 0:26:33,grooming,
1,4/9/2014 0:28:03,4/9/2014 0:28:33,sitting or standing,head movement/head shake
1,4/9/2014 0:30:03,4/9/2014 0:30:33,grooming,
1,4/9/2014 0:32:03,4/9/2014 0:32:33,grooming,
1,4/9/2014 0:34:03,4/9/2014 0:34:33,grooming,
1,4/9/2014 0:36:03,4/9/2014 0:36:33,grooming,
1,4/9/2014 0:38:03,4/9/2014 0:38:33,grooming,
1,4/9/2014 0:40:03,4/9/2014 0:40:33,grooming,
1,4/9/2014 0:42:03,4/9/2014 0:42:33,grooming,
1,4/9/2014 0:44:03,4/9/2014 0:44:33,grooming,
1,4/9/2014 0:46:03,4/9/2014 0:46:33,laying,some head movement
1,4/9/2014 0:48:03,4/9/2014 0:48:33,laying,resting
1,4/9/2014 0:50:03,4/9/2014 0:50:33,laying,resting
1,4/9/2014 0:52:03,4/9/2014 0:52:33,laying,resting
1,4/9/2014 0:54:03,4/9/2014 0:54:33,laying,resting
1,4/9/2014 0:56:03,4/9/2014 0:56:33,laying,some head movement
1,4/9/2014 0:58:03,4/9/2014 0:58:33,laying,resting
1,4/9/2014 1:00:03,4/9/2014 1:00:33,laying,resting
1,4/9/2014 1:02:03,4/9/2014 1:02:33,laying,resting
1,4/9/2014 1:04:03,4/9/2014 1:04:33,laying,resting
1,4/9/2014 1:06:03,4/9/2014 1:06:33,laying,resting
1,4/9/2014 1:08:03,4/9/2014 1:08:33,laying,resting
1,4/9/2014 1:10:03,4/9/2014 1:10:33,laying,resting
1,4/9/2014 1:12:03,4/9/2014 1:12:33,laying,resting
1,4/9/2014 1:14:03,4/9/2014 1:14:33,laying,resting
1,4/9/2014 1:16:03,4/9/2014 1:16:33,laying,resting
1,4/9/2014 1:18:03,4/9/2014 1:18:33,laying,resting
1,4/9/2014 1:20:03,4/9/2014 1:20:33,laying,resting
1,4/9/2014 1:22:03,4/9/2014 1:22:33,laying,resting
1,4/9/2014 1:24:03,4/9/2014 1:24:33,laying,resting
1,4/9/2014 1:26:03,4/9/2014 1:26:33,laying,resting
1,4/9/2014 1:28:03,4/9/2014 1:28:33,laying,resting
1,4/9/2014 1:30:03,4/9/2014 1:30:33,laying,resting
1,4/9/2014 1:32:03,4/9/2014 1:32:33,laying,resting
1,4/9/2014 1:34:03,4/9/2014 1:34:33,laying,resting
1,4/9/2014 1:36:03,4/9/2014 1:36:33,laying,resting
1,4/9/2014 1:38:03,4/9/2014 1:38:33,laying,resting
1,4/9/2014 1:40:03,4/9/2014 1:40:33,laying,resting
1,4/9/2014 1:42:03,4/9/2014 1:42:33,laying,resting
1,4/9/2014 1:44:03,4/9/2014 1:44:33,laying,resting
1,4/9/2014 1:46:03,4/9/2014 1:46:33,laying,resting
1,4/9/2014 1:48:03,4/9/2014 1:48:33,laying,resting
1,4/9/2014 1:50:03,4/9/2014 1:50:33,laying,resting
1,4/9/2014 1:52:03,4/9/2014 1:52:33,laying,resting
1,4/9/2014 1:54:03,4/9/2014 1:54:33,laying,resting
1,4/9/2014 1:56:03,4/9/2014 1:56:33,laying,resting
1,4/9/2014 1:58:03,4/9/2014 1:58:33,laying,resting
1,4/9/2014 2:00:03,4/9/2014 2:00:33,laying,resting
1,4/9/2014 2:02:03,4/9/2014 2:02:33,laying,resting
1,4/9/2014 2:04:03,4/9/2014 2:04:33,laying,resting
1,4/9/2014 2:06:03,4/9/2014 2:06:33,laying,resting
1,4/9/2014 2:08:03,4/9/2014 2:08:33,laying,resting
1,4/9/2014 2:10:03,4/9/2014 2:10:33,laying,some head movement
1,4/9/2014 2:12:03,4/9/2014 2:12:33,laying,some head movement
1,4/9/2014 2:14:03,4/9/2014 2:14:33,laying,resting
1,4/9/2014 2:16:03,4/9/2014 2:16:33,laying,resting
1,4/9/2014 2:18:03,4/9/2014 2:18:33,laying,resting
1,4/9/2014 2:20:03,4/9/2014 2:20:33,laying,resting
1,4/9/2014 2:22:03,4/9/2014 2:22:33,laying,resting
1,4/9/2014 2:24:03,4/9/2014 2:24:33,laying,resting
1,4/9/2014 2:26:03,4/9/2014 2:26:33,laying,resting
1,4/9/2014 2:28:03,4/9/2014 2:28:33,laying,resting
1,4/9/2014 2:30:03,4/9/2014 2:30:33,laying,resting
1,4/9/2014 2:32:03,4/9/2014 2:32:33,laying,resting
1,4/9/2014 2:34:03,4/9/2014 2:34:33,laying,resting
1,4/9/2014 2:36:03,4/9/2014 2:36:33,laying,resting
1,4/9/2014 2:38:03,4/9/2014 2:38:33,laying,resting
1,4/9/2014 2:40:03,4/9/2014 2:40:33,laying,resting
1,4/9/2014 2:42:03,4/9/2014 2:42:33,laying,resting
1,4/9/2014 2:44:03,4/9/2014 2:44:33,laying,some head movement
1,4/9/2014 2:46:03,4/9/2014 2:46:33,laying,resting
1,4/9/2014 2:48:03,4/9/2014 2:48:33,laying,resting
1,4/9/2014 2:50:03,4/9/2014 2:50:33,laying,resting
1,4/9/2014 2:52:03,4/9/2014 2:52:33,laying,resting
1,4/9/2014 2:54:03,4/9/2014 2:54:33,laying,resting
1,4/9/2014 2:56:03,4/9/2014 2:56:33,laying,some head movement
1,4/9/2014 2:58:03,4/9/2014 2:58:33,laying,some head movement
1,4/9/2014 3:00:03,4/9/2014 3:00:33,laying,some head movement
1,4/9/2014 3:02:03,4/9/2014 3:02:33,running,running at male
1,4/9/2014 3:04:03,4/9/2014 3:04:33,rolling in snow,
1,4/9/2014 3:06:03,4/9/2014 3:06:33,rolling in snow,
1,4/9/2014 3:08:03,4/9/2014 3:08:33,rolling in snow,
1,4/9/2014 3:10:03,4/9/2014 3:10:33,unknown,
1,4/9/2014 3:12:03,4/9/2014 3:12:33,rolling in snow,adult male in view
1,4/9/2014 3:14:03,4/9/2014 3:14:33,rolling in snow,adult male in view
1,4/9/2014 3:16:03,4/9/2014 3:16:33,walking,walking toward adult male
1,4/9/2014 3:18:03,4/9/2014 3:18:33,rolling in snow,
1,4/9/2014 3:20:03,4/9/2014 3:20:33,rolling in snow,and some walking
1,4/9/2014 3:22:03,4/9/2014 3:22:33,rolling in snow,
1,4/9/2014 3:24:03,4/9/2014 3:24:33,walking,walking toward adult male
1,4/9/2014 3:26:03,4/9/2014 3:26:33,digging,digging in ice
1,4/9/2014 3:28:03,4/9/2014 3:28:33,unknown,sniffing/digging at ice?
1,4/9/2014 3:30:03,4/9/2014 3:30:33,rolling in snow,
1,4/9/2014 3:32:03,4/9/2014 3:32:33,grooming,
1,4/9/2014 3:34:03,4/9/2014 3:34:33,running and walking,running at male
1,4/9/2014 3:36:03,4/9/2014 3:36:33,walking,walking and smelling
1,4/9/2014 3:38:03,4/9/2014 3:38:33,walking,walking and smelling
1,4/9/2014 3:40:03,4/9/2014 3:40:33,digging,digging in ice
1,4/9/2014 3:42:03,4/9/2014 3:42:33,digging,digging in ice
1,4/9/2014 3:44:03,4/9/2014 3:44:33,grooming,head shake
1,4/9/2014 3:46:03,4/9/2014 3:46:33,rolling in snow,
1,4/9/2014 3:48:03,4/9/2014 3:48:33,laying,resting
1,4/9/2014 3:50:03,4/9/2014 3:50:33,laying,some head movement
1,4/9/2014 3:52:03,4/9/2014 3:52:33,sitting or standing,head movement/head shake
1,4/9/2014 3:54:03,4/9/2014 3:54:33,grooming,
1,4/9/2014 3:56:03,4/9/2014 3:56:33,digging,digging in ice
1,4/9/2014 3:58:03,4/9/2014 3:58:33,grooming,
1,4/9/2014 4:00:03,4/9/2014 4:00:33,grooming,
1,4/9/2014 4:02:03,4/9/2014 4:02:33,grooming,
1,4/9/2014 4:04:03,4/9/2014 4:04:33,grooming,
1,4/9/2014 4:06:03,4/9/2014 4:06:33,grooming,
1,4/9/2014 4:08:03,4/9/2014 4:08:33,grooming,
1,4/9/2014 4:10:03,4/9/2014 4:10:33,grooming,
1,4/9/2014 4:12:03,4/9/2014 4:12:33,grooming,
1,4/9/2014 4:14:03,4/9/2014 4:14:33,grooming,
1,4/9/2014 4:16:03,4/9/2014 4:16:33,grooming,
1,4/9/2014 4:18:03,4/9/2014 4:18:33,grooming,
1,4/9/2014 4:20:03,4/9/2014 4:20:33,grooming,
1,4/9/2014 4:22:03,4/9/2014 4:22:33,grooming,
1,4/9/2014 4:24:03,4/9/2014 4:24:33,grooming,
1,4/9/2014 4:26:03,4/9/2014 4:26:33,grooming,
1,4/9/2014 4:28:03,4/9/2014 4:28:33,grooming,
1,4/9/2014 4:30:03,4/9/2014 4:30:33,grooming,
1,4/9/2014 4:32:03,4/9/2014 4:32:33,grooming,
1,4/9/2014 4:34:03,4/9/2014 4:34:33,unknown,
1,4/9/2014 4:36:03,4/9/2014 4:36:33,laying,resting
1,4/9/2014 4:38:03,4/9/2014 4:38:33,laying,resting
1,4/9/2014 4:40:03,4/9/2014 4:40:33,laying,resting
1,4/9/2014 4:42:03,4/9/2014 4:42:33,laying,resting
1,4/9/2014 4:44:03,4/9/2014 4:44:33,laying,resting
1,4/9/2014 4:46:03,4/9/2014 4:46:33,laying,resting
1,4/9/2014 4:48:03,4/9/2014 4:48:33,laying,resting
1,4/9/2014 4:50:03,4/9/2014 4:50:33,laying,resting
1,4/9/2014 4:52:03,4/9/2014 4:52:33,laying,resting
1,4/9/2014 4:54:03,4/9/2014 4:54:33,laying,resting
1,4/9/2014 4:56:03,4/9/2014 4:56:33,laying,resting
1,4/9/2014 4:58:03,4/9/2014 4:58:33,laying,resting
1,4/9/2014 18:54:23,4/9/2014 18:55:13,laying,"some head movement, still hunting"
1,4/9/2014 18:56:13,4/9/2014 18:57:13,laying,"some head movement, still hunting"
1,4/9/2014 18:58:13,4/9/2014 18:59:13,laying,"some head movement, still hunting"
1,4/9/2014 19:00:13,4/9/2014 19:01:13,laying,"some head movement, still hunting"
1,4/9/2014 19:02:13,4/9/2014 19:03:13,laying,"some head movement, still hunting"
1,4/9/2014 19:04:13,4/9/2014 19:05:03,laying,"some head movement, still hunting"
1,4/9/2014 20:56:41,4/9/2014 20:57:31,laying,some head movement
1,4/9/2014 20:58:33,4/9/2014 20:59:33,laying,resting
1,4/9/2014 21:00:03,4/9/2014 21:00:33,laying,resting
1,4/9/2014 21:02:03,4/9/2014 21:02:33,laying,resting
1,4/9/2014 21:04:03,4/9/2014 21:04:33,laying,resting
1,4/9/2014 21:06:03,4/9/2014 21:06:33,laying,resting
1,4/9/2014 21:08:03,4/9/2014 21:08:33,laying,resting
1,4/9/2014 21:10:03,4/9/2014 21:10:33,laying,resting
1,4/9/2014 21:12:03,4/9/2014 21:12:33,laying,resting
1,4/9/2014 21:14:03,4/9/2014 21:14:33,laying,resting
1,4/9/2014 21:16:03,4/9/2014 21:16:33,laying,resting
1,4/9/2014 21:18:03,4/9/2014 21:18:33,laying,resting
1,4/9/2014 21:20:03,4/9/2014 21:20:33,laying,resting
1,4/9/2014 21:22:03,4/9/2014 21:22:33,laying,resting
1,4/9/2014 21:24:03,4/9/2014 21:24:33,laying,resting
1,4/9/2014 21:26:03,4/9/2014 21:26:33,laying,resting
1,4/9/2014 21:28:03,4/9/2014 21:28:33,laying,resting
1,4/9/2014 21:30:03,4/9/2014 21:30:33,laying,resting
1,4/9/2014 21:32:03,4/9/2014 21:32:33,laying,resting
1,4/9/2014 21:34:03,4/9/2014 21:34:33,laying,resting
1,4/9/2014 21:36:03,4/9/2014 21:36:33,laying,resting
1,4/9/2014 21:38:03,4/9/2014 21:38:33,laying,resting
1,4/9/2014 21:40:03,4/9/2014 21:40:33,laying,resting
1,4/9/2014 21:42:03,4/9/2014 21:42:33,laying,resting
1,4/9/2014 21:44:03,4/9/2014 21:44:33,laying,resting
1,4/9/2014 21:46:03,4/9/2014 21:46:33,laying,resting
1,4/9/2014 21:48:03,4/9/2014 21:48:33,laying,resting
1,4/9/2014 21:50:03,4/9/2014 21:50:33,laying,resting
1,4/9/2014 21:52:03,4/9/2014 21:52:33,laying,resting
1,4/9/2014 21:54:03,4/9/2014 21:54:33,laying,resting
1,4/9/2014 21:56:03,4/9/2014 21:56:33,laying,resting
1,4/9/2014 21:58:03,4/9/2014 21:58:33,laying,resting
1,4/9/2014 22:00:03,4/9/2014 22:00:33,laying,resting
1,4/9/2014 22:02:03,4/9/2014 22:02:33,laying,resting
1,4/9/2014 22:04:03,4/9/2014 22:04:33,laying,some head movement
1,4/9/2014 22:06:03,4/9/2014 22:06:33,laying,resting
1,4/9/2014 22:08:03,4/9/2014 22:08:33,laying,resting
1,4/9/2014 22:10:03,4/9/2014 22:10:33,laying,resting
1,4/9/2014 22:12:03,4/9/2014 22:12:33,laying,resting
1,4/9/2014 22:14:03,4/9/2014 22:14:33,laying,resting
1,4/9/2014 22:16:03,4/9/2014 22:16:33,laying,resting
1,4/9/2014 22:18:03,4/9/2014 22:18:33,laying,resting
1,4/9/2014 22:20:03,4/9/2014 22:20:33,laying,resting
1,4/9/2014 22:22:03,4/9/2014 22:22:33,laying,resting
1,4/9/2014 22:24:03,4/9/2014 22:24:33,laying,resting
1,4/9/2014 22:26:03,4/9/2014 22:26:33,laying,resting
1,4/9/2014 22:28:03,4/9/2014 22:28:33,laying,resting
1,4/9/2014 22:30:03,4/9/2014 22:30:33,laying,resting
1,4/9/2014 22:32:03,4/9/2014 22:32:33,laying,resting
1,4/9/2014 22:34:03,4/9/2014 22:34:33,laying,resting
1,4/9/2014 22:36:03,4/9/2014 22:36:33,laying,resting
1,4/9/2014 22:45:52,4/9/2014 22:46:11,unknown,rolling in snow?
1,4/9/2014 22:47:43,4/9/2014 22:48:13,rolling in snow,
1,4/9/2014 22:49:43,4/9/2014 22:50:13,rolling in snow,
